index,tag,folder,category,result,reason
1635,microskirt,clothes_main,skirt,确认,核心服装是露出大腿和臀部下缘的极短裙
1636,pokemon_(anime),copyright,letter_p,确认并改名,Wiki 定义为宝可梦动画系列且中文首别名从错误的宝可梦自走棋改正
1637,hanging_breasts,body,breast_chest,确认,Wiki 描述前倾时因重力自然下垂且离开躯干的乳房形态
1638,joints,body,internal_organs,修正,Wiki 定义为连接骨骼并使骨骼系统活动的关节结构
1639,inubashiri_momiji,character,letter_i,确认,Wiki 定义为东方Project角色犬走椛
1640,headpiece,head_accessories,headpiece,确认,Wiki 定义为通常佩戴在额头附近且不属于冠冕发带的装饰性头饰
1641,folded_ponytail,hair,hair_style,确认,核心发型是马尾在脑后折叠并以发圈固定的折叠马尾
1642,center_opening,clothing_appearance,open_wear,确认,Wiki 描述紧身衣或上衣中央拉开并露出皮肤乳沟的敞开状态
1643,balloon,household_objects,other_object,确认,核心对象是可充气的派对气球
1644,clock,household_objects,clock,确认,核心生活用品是用于指示时间的时钟
1645,silent_comic,text_meta,comic,确认,Wiki 定义为没有明确对话或文字而以图像符号叙事的无声漫画
1646,bookshelf,household_objects,storage_furniture,确认,核心家具是有多层架子并用于整齐存放书籍的书架
1647,folding_fan,household_objects,umbrella_fan,确认,核心生活用品是可以折叠的手持扇子
1648,pink_bra,underwear_swim,bra_lingerie,确认,核心内衣是粉色文胸
1649,electricity,light_effect,magic_energy,确认,Wiki 描述角色武器或物体产生且不属于大气闪电的放电能量
1650,panties_around_one_leg,underwear_swim,panties_underwear,确认,Wiki 描述内裤部分脱下并仅缠在一条腿上的状态
1651,haori,traditional_clothes,traditional_japan,确认,Wiki 定义为穿在和服外且长度到臀或大腿的日本羽织
1652,+++,expression,dramatic_effect,修正,Wiki 定义为画在角色头旁表示笑声欢乐或聊天声的表情特效符号
1653,bush,nature,potted_shrub,确认,Wiki 定义为高度通常低于六米的多茎木本灌木
1654,yellow_neckerchief,accessories,neckwear,确认,核心饰物是黄色领巾
1655,winter_clothes,clothing_appearance,fashion_style,修正,Wiki 定义为主要在冬季穿着的季节性服饰风格而非衣物轮廓
1656,lactation,body_detail,body_function,确认,核心生理功能是女性乳房分泌乳汁的过程
1657,multiple_others,people,count_gender,确认,Wiki 描述画面中出现多个模糊或非性别化角色
1658,cow_print,clothing_appearance,clothing_pattern,确认,核心图案是基于荷斯坦奶牛的黑白斑纹
1659,open_cardigan,clothing_appearance,open_wear,确认,核心穿着状态是开衫敞开且未扣合或拉合
1660,blue_cape,outerwear_suits,cape_cloak,确认,核心服装是蓝色披风
1661,danganronpa_2:_goodbye_despair,copyright,letter_d,确认,Wiki 定义为弹丸论破 2 再见绝望学园游戏作品
1662,white_choker,jewelry_accessories,necklace_choker,确认,核心首饰是白色项圈
1663,cow_ears,animal_traits,animal_ears,确认,Wiki 描述角色长有或佩戴牛耳样式的兽耳特征
1664,|_|,expression,neutral_expression,确认,Wiki 描述眼睛画成两条长垂直缝隙的豆豆眼表情
1665,tube_top,clothes_main,vest_top,确认,核心上衣是无肩带且以连续织物横跨躯干的筒状抹胸
1666,candle,household_objects,lighting_clock,确认,核心照明用品是带灯芯并点燃发光的蜡烛
1667,checkered_clothes,clothing_appearance,clothing_pattern,确认,核心服装外观是两种颜色交替重复的方格图案
1668,toeless_legwear,legwear_footwear,stockings,确认,Wiki 定义为覆盖脚部但露出脚趾的袜类腿部穿戴
1669,sleeve_cuffs,clothing_detail,sleeve_detail,确认,核心服装细节是袖子底部手腕处的独立织物袖口
1670,on_head,action,interaction,修正,Wiki 描述一个有生命的角色或生物位于另一人头顶的人物互动
1671,print_shirt,clothes_main,shirt_top,确认,核心服装是正面背面或两面印有图案的衬衫
1672,fish_tail,animal_traits,tails,确认,Wiki 描述保留人腿并从脊柱底部长出的鱼形尾巴
1673,kagamine_rin,character,letter_k,确认,Wiki 定义为 VOCALOID 角色镜音铃
1674,highleg_one-piece_swimsuit,underwear_swim,highleg_swim,确认,核心泳装是腿部开口较高的高衩连体泳衣
1675,3d,style,photo_3d,确认,Wiki 定义为使用三维计算机图形技术创建的图像
1676,yokozuwari,pose,stationary_pose,确认,Wiki 定义为双膝着地而双腿折向一侧的女性侧坐姿势
1677,bodystocking,underwear_swim,bodysuit_leotard,确认,核心服装是透明或柔软面料制成的全身连袜衣
1678,basket,household_objects,container,确认,核心容器是由硬质纤维手工编织并用于携物的篮子
1679,blue_gem,jewelry_accessories,gem_brooch,确认,核心首饰物是蓝色宝石或宝石饰品
1680,leaning_back,pose,body_pose,确认,核心身体姿势是站坐时腰部向后倾斜
1681,id_card,culture_objects,books_paper,确认,核心物件是用于身份识别且通常挂在挂绳上的卡片
1682,animal_ear_hairband,head_accessories,hairband_ribbon,确认,核心发饰是带仿动物耳装饰的发箍
1683,drinking,action,daily_action,确认,核心日常动作是饮用任意可饮用液体
1684,name_tag,accessories,badges_ornaments,确认,Wiki 定义为缝制或别在衣服上的姓名牌
1685,danganronpa_v3:_killing_harmony,copyright,letter_d,确认,Wiki 定义为弹丸论破 V3 游戏作品
1686,blue_vest,clothes_main,vest_top,确认,核心服装是蓝色背心
1687,red_boots,legwear_footwear,short_boots,确认,核心鞋类是红色靴子
1688,red_kimono,traditional_clothes,traditional_japan,确认,核心传统服装是红色日本和服
1689,white_cape,outerwear_suits,cape_cloak,确认,核心服装是白色披风
1690,feather_hair_ornament,head_accessories,themed_hair_ornament,确认,核心发饰是佩戴在头发上的羽毛装饰
1691,project_sekai,copyright,letter_p,确认,Wiki 定义为世界计划移动节奏游戏作品
1692,fate/extra,copyright,letter_f,确认,Wiki 定义为 2010 年发布的 Fate/Extra 角色扮演游戏
1693,covered_eyes,face,eye_shape,确认,Wiki 描述眼睛被头发衣物或物体隐藏遮挡的眼部状态
1694,white_eyes,face,eye_color,确认,核心眼睛颜色是白色
1695,halloween_costume,uniform_costume,themed_costume,确认,核心服装是专为万圣节设计的服装或配饰
1696,animification,style,art_style,确认,Wiki 定义为把非动漫角色以动漫艺术风格重绘
1697,white_ascot,accessories,neckwear,确认,核心颈部饰物是白色阿斯科特领巾
1698,aircraft,transport_play,air_vehicle,确认,Wiki 泛指现实或虚构的飞机飞船等飞行器
1699,pool,outdoor_scene,water_scene,确认,核心水域设施是用于游泳与水上娱乐的封闭水体
1700,blue_neckerchief,accessories,neckwear,确认,核心颈部饰物是蓝色领巾
1701,limited_palette,light_effect,palette,确认,Wiki 描述使用少量不同颜色覆盖画面主体的有限配色
1702,scales,animal_traits,claw_scale,确认,核心动物特征是爬行动物和鱼类身上的鳞状皮肤
1703,japanese_armor,protective_clothes,full_armor,确认,Wiki 定义为通常由武士穿着的传统日本全身铠甲
1704,forehead_jewel,jewelry_accessories,gem_brooch,确认,核心首饰是附着在额头或面具额部的宝石
1705,blue_thighhighs,legwear_footwear,stockings,确认,核心袜装是蓝色过膝袜
1706,curtained_hair,hair,hair_style,确认,核心发型是刘海拱起后垂下并向两侧分开的垂帘发
1707,curled_horns,animal_traits,horns,确认,核心动物特征是如绵羊角或恶魔角般卷曲的角
1708,marvel,copyright,letter_m,确认,Wiki 定义为出版漫画及相关媒体的漫威公司作品来源
1709,controller,digital_media,game_device,确认,核心电子设备是带按键并用于控制设备的操纵手柄
1710,fairy_wings,animal_traits,wing_feather,确认,Wiki 定义为可呈昆虫状等多种设计的仙子翅膀
1711,utau,copyright,letter_u,确认,Wiki 定义为允许用户创建声音库的 UTAU 歌声合成软件作品源
1712,hand_on_headwear,pose,arm_pose,确认,Wiki 描述一只手放在正戴着的帽子上的手臂姿势
1713,glass,household_objects,material,修正,Wiki 定义为硅和钠氧化物熔融制成的透明材料而不是饮用玻璃杯
1714,tabi,legwear_footwear,socks,确认,Wiki 定义为大脚趾与其他脚趾分开的日本传统足袋袜
1715,classroom,indoor_scene,public_indoor,确认,核心公共室内场所是通常有课桌黑板的学校教室
1716,arrow_(projectile),weapons,bow,确认,核心武器配件是由弓弩发射且带尖头和尾羽的箭
1717,brown_coat,outerwear_suits,jacket_coat,确认,核心服装是棕色外套
1718,frilled_bow,clothing_detail,trim_detail,确认,核心服装装饰是缎带末端带荷叶边的蝴蝶结
1719,undershirt,clothes_main,vest_top,确认,Wiki 定义为穿在其他衣物下且通常无领的轻便内衬上衣
1720,pov_crotch,composition,viewpoint,确认,Wiki 描述观看者胯部或下半身可见的第一人称视角
1721,company_name,meta_info,meta,确认,Wiki 描述图像中可见的公司名称或标志
1722,toned_male,body,build,确认,Wiki 定义为低体脂且苗条运动型但不过度粗壮的精实男性体型
1723,black_tank_top,clothes_main,vest_top,确认,核心服装是黑色背心
1724,retro_artstyle,style,era_style,修正,Wiki 定义为模仿至少十年前艺术风格的复古年代画风
1725,3koma,text_meta,comic,确认,Wiki 定义为连续横向或纵向排列的三格漫画形式
1726,arched_back,pose,body_pose,确认,核心身体姿势是向后弯曲使背部形成倒拱形
1727,talking,action,daily_action,确认,核心日常动作是通过口头语言表达或交流想法
1728,shared_bathing,action,daily_action,确认,Wiki 描述多人共用浴缸或淋浴的共同沐浴活动
1729,onsen,outdoor_scene,water_scene,确认,Wiki 定义为可位于室内或户外的日本温泉浴池水域
1730,petticoat,clothes_main,skirt,确认,核心服装是女性穿在裙子或连衣裙下的内衬裙
1731,love_live!_sunshine!!,copyright,letter_l,确认,Wiki 定义为 Love Live 系列第二部 Sunshine 作品
1732,heart_censor,meta_info,censorship,确认,核心审查方式是用心形图案遮挡图像内容
1733,witch,people,occupation,确认,Wiki 定义为使用魔法且常有尖帽黑裙与扫帚的女巫身份
1734,film_grain,light_effect,optical,确认,Wiki 定义为传统胶片摄影中出现的颗粒状视觉纹理
1735,pokemon_sm,copyright,letter_p,确认,Wiki 定义为第七世代宝可梦太阳月亮游戏作品
1736,hands_on_own_face,pose,arm_pose,确认,核心手臂姿势是双手触摸自己的脸
1737,naruto_(series),copyright,letter_n,确认,Wiki 定义为岸本齐史创作的火影忍者作品系列
1738,ankle_boots,legwear_footwear,short_boots,确认,核心鞋类是靴筒不超过小腿的踝靴
1739,gangbang,adult,adult_sex,确认,Wiki 定义为三人或以上围绕一人进行的群体性行为
1740,disposable_cup,food_drink,tableware,确认,核心餐饮器具是仅供一次使用的杯子
1741,after_vaginal,adult,adult_sex,确认,Wiki 描述阴道被阴茎或玩具插入后的状态
1742,colored_tips,hair,hair_color,确认,核心发色特征是发梢染成与主体不同的颜色
1743,armored_boots,protective_clothes,leg_armor,修正,Wiki 定义为金属制成且作为铠甲组成部分的下肢护具靴
1744,fishnet_thighhighs,legwear_footwear,stockings,确认,核心袜装是鱼网材质的过膝袜
1745,voiceroid,copyright,letter_v,确认,Wiki 定义为 AH-Software 开发的 VOICEROID 语音合成软件作品源
1746,cow_horns,animal_traits,horns,确认,核心动物特征是牛头部的角
1747,orgasm,adult,adult_response,确认,Wiki 定义为性刺激引发强烈快感的生理神经反应
1748,bun_cover,head_accessories,hairtie_ring,修正,Wiki 定义为覆盖并装饰发髻的织物或束发饰品而非假发
1749,red_choker,jewelry_accessories,necklace_choker,确认,核心首饰是红色项圈
1750,white_belt,accessories,bags_belts,确认,核心穿戴配饰是白色腰带
1751,multicolored_jacket,outerwear_suits,jacket_coat,确认,核心服装是设计含两种或更多颜色的夹克
1752,mini_crown,head_accessories,headpiece,确认,核心头饰是尺寸远小于常规皇​​冠的小皇冠
1753,cheerleader,people,occupation,修正,Wiki 的核心对象是从事啦啦队活动的人而不是其运动制服
1754,inkling,people,fantasy_person,确认,Wiki 定义为 Splatoon 中可在人形与鱿鱼形之间转换的幻想种族
1755,pom_pom_(cheerleading),recreation,sports,确认,核心体育用品是啦啦队员挥舞的大型蓬松花球
1756,tight_clothes,clothing_detail,silhouette_fit,确认,核心服装版型是非常紧身但并非完全贴肤
1757,yellow_dress,clothes_main,dress,确认,核心服装是黄色连衣裙
1758,white_collar,accessories,neckwear,确认,Wiki 定义为独立存在而非衬衫组成部分的白色衣领配饰
1759,sousou_no_frieren,copyright,letter_s,确认,Wiki 定义为山田钟人原作的葬送的芙莉莲漫画系列
1760,torn_thighhighs,clothing_appearance,damaged_dirty,确认,核心服装状态是过膝袜被撕裂破损
1761,red_horns,animal_traits,horns,确认,核心动物特征是红色角状物
1762,kaga_(kancolle),character,letter_k,确认,Wiki 定义为舰队Collection角色加贺
1763,black_border,composition,border,确认,核心构图元素是图像四周的黑色边框
1764,vambraces,protective_clothes,arm_armor,确认,Wiki 定义为佩戴在前臂的长型装甲护腕
1765,holding_bouquet,action,holding,确认,核心动作是手持一束鲜花
1766,white_tank_top,clothes_main,vest_top,确认,核心服装是白色无袖背心
1767,bikini_armor,protective_clothes,full_armor,确认,Wiki 定义为由胸部下装和可选护具组成的暴露式比基尼铠甲套装
1768,school_desk,household_objects,seating_table,确认,核心家具是学校教室中学生使用的课桌
1769,shoulder_tattoo,body_detail,tattoo_mark,确认,核心身体印记是位于肩部的纹身图案
1770,geta,legwear_footwear,traditional_shoes,确认,Wiki 定义为带两个齿状支撑的日本传统木底凉鞋
1771,holding_poke_ball,action,holding,确认,核心动作是手持任意类型的精灵球
1772,open_hand,pose,hand_gesture,修正,Wiki 定义为手掌和手指张开的手部手势
1773,harness,accessories,bags_belts,确认,Wiki 定义为由多条带子组成且可作时尚或恋物穿戴的背带
1774,road,outdoor_scene,terrain_surface,修正,Wiki 定义为由泥土砾石或沥青铺设改善的地面道路
1775,holding_animal,action,holding,确认,核心动作是抱着一个动物
1776,blue_rose,nature,flower_species,确认,核心花卉是通过基因工程或染色得到的蓝色玫瑰
1777,scaramouche_(genshin_impact),character,letter_s,确认,Wiki 定义为原神角色散兵
1778,yakumo_ran,character,letter_y,确认,Wiki 定义为东方Project角色八云蓝
1779,pink_bowtie,accessories,neckwear,确认,核心颈部饰物是粉色领结
1780,white_hoodie,clothes_main,sweater_hoodie,确认,核心服装是白色连帽卫衣
1781,arm_strap,accessories,badges_ornaments,修正,Wiki 定义为独立戴在手臂上的布质或皮革带饰而非衣物肩带结构
1782,red_ascot,accessories,neckwear,确认,核心颈部饰物是红色阿斯科特领巾
1783,headpat,action,interaction,确认,核心人物互动是轻拍或抚摸另一人的头部
1784,cityscape,urban_architecture,urban,确认,核心城市景观是都市区域的物理街景与建筑景色
1785,hair_stick,head_accessories,hairclip_pin,确认,Wiki 定义为用于盘发固定或装饰的细长棍状发簪
1786,emblem,symbols,emblem,确认,Wiki 定义为代表国家组织或家族的独特纹章标志
1787,scar_on_cheek,body_detail,scar_wound,确认,核心身体细节是位于脸颊的疤痕
1788,guilty_gear,copyright,letter_g,确认,Wiki 定义为罪恶装备格斗游戏系列
1789,konpaku_youmu_(ghost),character,letter_k,确认,Wiki 定义为魂魄妖梦的幽灵半身角色
1790,purple_hat,head_accessories,hats_caps,确认,核心对象是紫色帽子
1791,partially_unbuttoned,clothing_appearance,open_wear,确认,核心穿着状态是衬衫部分纽扣解开
1792,collared_jacket,outerwear_suits,jacket_coat,确认,核心服装是带明显衣领的夹克
1793,nipple_tweak,adult,adult_suggestive,确认,Wiki 描述用手指捏住并转动乳头的成人互动
1794,tile_floor,building_parts,surface,确认,核心建筑表面是由石材玻璃陶瓷或粘土方砖铺成的地面
1795,kaenbyou_rin,character,letter_k,确认,Wiki 定义为东方Project角色火焰猫燐
1796,invisible_chair,pose,stationary_pose,确认,Wiki 描述仿佛坐在椅子上但没有可见支撑物的静态坐姿
1797,eyeball,face,eye_shape,确认,Wiki 描述在画面中具有强烈明显存在感的眼球器官
1798,multicolored_skin,body_detail,skin,确认,核心皮肤特征是由两种或更多颜色组成
1799,patreon_logo,text_meta,brand,确认,核心品牌元素是通常作为水印出现的 Patreon 标志
1800,magic,light_effect,magic_energy,确认,Wiki 描述角色正在使用魔法或画面存在魔法能量
1801,reading,action,daily_action,确认,核心日常动作是阅读书籍卷轴或其他印刷材料
1802,ship_turret,weapons,firearm,确认,核心武器是安装在军舰上的大型炮塔
1803,space,outdoor_scene,sky_space,确认,核心环境是通常带科幻背景的外层空间场景
1804,red_coat,outerwear_suits,jacket_coat,确认,核心服装是红色大衣
1805,animal_nose,face,nose,确认,核心面部特征是动物鼻尖部位
1806,fur-trimmed_coat,outerwear_suits,jacket_coat,确认,核心服装是边缘带毛皮装饰的外套
1807,military_vehicle,transport_play,land_vehicle,确认,Wiki 定义为主要用于军事战斗目的的陆地车辆
1808,miko,people,occupation,修正,Wiki 定义为在神道神社负责清扫和仪式舞蹈的女性神职人员
1809,jack-o'-lantern,household_objects,lighting_clock,确认,核心照明物是南瓜雕刻并常作万圣节装饰的南瓜灯
1810,mechanical_arms,mech_scifi,cybernetic,确认,Wiki 定义为可作义肢或设备部件的人工机械手臂
1811,hanfu,traditional_clothes,traditional_china,确认,Wiki 定义为历史上汉族穿着且常有交领结构的汉服
1812,sailor_hat,head_accessories,hats_caps,确认,核心帽子是海军水手佩戴的圆形扁平无檐帽
1813,rumia,character,letter_r,确认,Wiki 定义为东方Project角色露米娅
1814,tiger_ears,animal_traits,animal_ears,确认,核心动物特征是人形角色具有的老虎耳朵
1815,diamond_(shape),symbols,shape_math,确认,核心几何符号是菱形或扑克牌方块花色
1816,assault_rifle,weapons,firearm,确认,Wiki 定义为具有选择射击能力且为战斗设计的突击步枪
1817,silhouette,style,technique,确认,Wiki 定义为仅保留物体或场景轮廓且内部无细节的剪影技法
1818,leggings,legwear_footwear,stockings,确认,核心腿部服装是不覆盖脚部的裤袜式紧身裤
1819,hand_on_own_head,pose,arm_pose,确认,核心手臂姿势是一只手放在自己的头上
1820,gothic_lolita,clothing_appearance,fashion_style,确认,Wiki 定义为融合哥特与洛丽塔元素的服饰风格
1821,back-to-back,action,interaction,确认,核心人物互动是两个角色彼此背靠背或相互背对
1822,lamp,household_objects,lighting_clock,确认,核心照明用品是放在桌面或地面照亮空间的灯
1823,purple_bikini,underwear_swim,bikini,确认,核心服装是紫色比基尼
1824,mega_man_(series),copyright,letter_m,确认,Wiki 定义为卡普空开发的洛克人游戏系列
1825,wide_shot,composition,shot,确认,Wiki 定义为主体完整可见但只占画面很小部分的远景镜头
1826,squiggle,expression,dramatic_effect,修正,Wiki 定义为角色旁表示烦恼不悦尴尬或沮丧的情绪波线特效
1827,warrior_of_light_(ff14),character,letter_w,确认,Wiki 定义为最终幻想 XIV 的玩家角色光之战士
1828,sleeveless_turtleneck,clothes_main,sweater_hoodie,确认,核心服装是无袖且带高领的上衣
1829,holding_stuffed_toy,action,holding,确认,核心动作是抱着一个毛绒玩具
1830,pink_shoes,legwear_footwear,casual_shoes,确认,核心鞋类是粉色普通鞋子
1831,light_frown,expression,anger,确认,核心表情是轻微且不易察觉的皱眉不满
1832,bangle,jewelry_accessories,bracelet_anklet,确认,核心首饰是戴在手腕上的大型硬质环形手镯
1833,fairy,people,fantasy_person,修正,Wiki 定义为拥有皮肤与薄翼的小型人形魔法生物
1834,bare_back,body,torso_back,确认,Wiki 描述背部至少四分之三裸露的躯干部位
1835,shibari,adult_kink,adult_bondage,确认,Wiki 定义为以身体交叉绳结图案为特征的日本绳缚艺术
1836,flag,symbols,flag,确认,Wiki 定义为挂在杆柱并以纹章符号代表国家或事件的旗帜
1837,moriya_suwako,character,letter_m,确认,Wiki 定义为东方Project角色泄矢诹访子
1838,happy_new_year,text_meta,text,确认,核心文字内容是以任意语言书写的新年快乐信息
1839,nipple_slip,adult_body,adult_clothes,修正,Wiki 描述因宽松上衣和未穿内衣导致乳头意外走光的衣着状态
1840,pulling_own_clothes,action,clothing_action,确认,核心衣物动作是人物向下拉扯自己的衣服
1841,frog_hair_ornament,head_accessories,themed_hair_ornament,确认,Wiki 定义为青蛙造型的发饰
1842,polka_dot_background,background,background_pattern,确认,Wiki 定义为主要由圆点图案构成的背景
1843,riding,action,movement,确认,Wiki 明确指骑乘动物或交通工具进行移动运输
1844,facial_tattoo,body_detail,tattoo_mark,确认,Wiki 定义为位于面部的纹身
1845,chinese_zodiac,symbols,zodiac_symbol,确认,Wiki 定义为以动物对应年份的中国生肖系统
1846,futa_with_female,adult,adult_sex,确认,Wiki 定义为扶她角色与女性角色的性互动
1847,headdress,head_accessories,headpiece,确认,Wiki 定义为仪式性或装饰性的头部覆盖物
1848,gakuen_idolmaster,copyright,letter_g,确认,Wiki 定义为偶像大师系列游戏作品
1849,belly,body,torso_back,确认,Wiki 描述略显丰满的腹部形态
1850,stretching,action,daily_action,确认,Wiki 定义为放松肌肉而伸展肢体的日常动作
1851,precum,adult,adult_fluid,确认,Wiki 定义为阴茎兴奋时分泌的透明润滑液
1852,bird_wings,animal_traits,wing_feather,确认,Wiki 定义为类似鸟类的翅膀特征
1853,highleg_bikini,underwear_swim,highleg_swim,确认,Wiki 定义为腿线较高的比基尼泳装
1854,nipple_piercing,adult_kink,adult_piercing,确认,Wiki 定义为穿过乳头的敏感部位穿刺饰品
1855,thighlet,jewelry_accessories,other_jewelry,修正,Wiki 定义为佩戴在大腿上的金属珠宝环而非手足饰品
1856,bald,hair,hair_style,确认,Wiki 定义为头部无发或顶部无发的发型状态
1857,undercut,hair,hair_style,确认,Wiki 定义为侧后剃短而顶部留长的发型
1858,blue_boots,legwear_footwear,short_boots,确认,Wiki 定义为蓝色靴子且现分类已合并所有普通靴型
1859,hand_to_own_mouth,pose,arm_pose,确认,Wiki 描述手靠近自己嘴部的手臂位置姿势
1860,red_shorts,clothes_main,bottoms,确认,Wiki 定义为任意款式的红色短裤
1861,pink_kimono,traditional_clothes,traditional_japan,确认,Wiki 定义为粉色和服或和服式上衣
1862,grabbing_own_breast,adult,adult_self,确认,Wiki 定义为抓握或抚摸自己乳房以获得性满足
1863,slippers,legwear_footwear,sandals_slippers,确认,Wiki 定义为平跟的室内拖鞋
1864,xenoblade_chronicles_2,copyright,letter_x,确认,Wiki 定义为异度神剑系列游戏作品
1865,nervous_sweating,expression,fear_surprise,确认,Wiki 定义为紧张尴尬或恐惧导致的出汗表情
1866,office_lady,people,occupation,确认,Wiki 定义为女性办公室职员职业身份
1867,ninja,people,occupation,确认,Wiki 定义为擅长隐蔽战斗的日本特工或雇佣兵身份
1868,nurse,uniform_costume,occupation_uniform,确认,Wiki 明确描述穿着护士制服的角色形象
1869,star_print,clothing_appearance,clothing_pattern,确认,Wiki 定义为服装织物上的星形印花
1870,kono_subarashii_sekai_ni_shukufuku_wo!,copyright,letter_k,确认,Wiki 定义为轻小说及其衍生作品系列
1871,triangular_headpiece,head_accessories,headpiece,确认,Wiki 定义为日本幽灵佩戴的三角形头饰
1872,femdom,adult_kink,adult_power,确认,Wiki 定义为女性担任支配方的 BDSM 权力关系
1873,unbuttoned,clothing_appearance,open_wear,确认,Wiki 定义为衣物纽扣未扣合的开合状态
1874,shade,light_effect,lighting,确认,Wiki 定义为人物或部位处在投射阴影之下
1875,triangle_mouth,face,mouth,确认,Wiki 定义为张开成三角形的嘴型
1876,green_necktie,accessories,neckwear,确认,Wiki 定义为绿色领带
1877,dancing,action,movement,确认,Wiki 定义为随音乐节奏进行身体运动
1878,paw_gloves,accessories,handwear,确认,Wiki 定义为模仿动物爪形状的手套
1879,shimakaze_(kancolle),character,letter_s,确认,Wiki 定义为舰队收藏角色岛风
1880,short_over_long_sleeves,clothing_detail,sleeve_detail,确认,Wiki 定义为短袖衣物叠穿在长袖衣物之上的袖型组合
1881,raiden_shogun,character,letter_r,确认,Wiki 定义为原神角色雷电将军
1882,red_pants,clothes_main,bottoms,确认,Wiki 定义为红色裤子
1883,looking_afar,pose,gaze,确认,Wiki 定义为人物望向远方的视线朝向
1884,male_underwear,underwear_swim,panties_underwear,确认,Wiki 定义为男性穿着的下身内衣
1885,grey_skin,body_detail,skin,确认,Wiki 定义为灰色皮肤
1886,grabbing_another's_arm,action,interaction,确认,Wiki 定义为一人抓住另一人的手臂
1887,lumine_(genshin_impact),character,letter_l,确认,Wiki 定义为原神角色荧
1888,layered_dress,clothes_main,dress,确认,Wiki 定义为多层布料构成的连衣裙
1889,red_eyeshadow,face,makeup,确认,Wiki 定义为红色眼影妆容
1890,under_covers,pose,stationary_pose,确认,Wiki 定义为人物躺在床单或毯子下面的静态姿态
1891,asymmetrical_gloves,accessories,handwear,确认,Wiki 定义为设计不对称的手套
1892,white_wrist_cuffs,accessories,handwear,确认,Wiki 定义为白色手腕装饰带
1893,laughing,expression,positive,确认,Wiki 定义为因愉悦而露出笑容并发声的大笑表情
1894,leg_lift,pose,leg_pose,确认,Wiki 定义为抬起一条腿并使双腿分开的腿部姿势
1895,holding_plate,action,holding,确认,Wiki 定义为人物手持盘子
1896,evil_smile,expression,positive,确认,Wiki 核心仍是带阴险意味的笑容表情
1897,love_live!_nijigasaki_high_school_idol_club,copyright,letter_l,确认,Wiki 定义为 LoveLive 系列作品
1898,fate/apocrypha,copyright,letter_f,确认,Wiki 定义为 Fate 系列衍生轻小说作品
1899,inverted_nipples,adult_body,nipples,修正,Wiki 定义为乳头向内凹陷的乳头形态
1900,bench,household_objects,seating_table,确认,Wiki 定义为可供多人使用的长座椅
1901,sundress,clothes_main,dress,确认,Wiki 定义为夏季穿着的无袖轻便连衣裙
1902,disembodied_hand,body,limb_variation,确认,Wiki 定义为未连接人物身体的漂浮手部
1903,jujutsu_kaisen,copyright,letter_j,确认,Wiki 定义为漫画及动画作品咒术回战
1904,mechanical_halo,light_effect,halo_effect,确认,Wiki 定义为通过机械技术产生的悬浮光环
1905,ganyu_(genshin_impact),character,letter_g,确认,Wiki 定义为原神角色甘雨
1906,saber_(fate),character,letter_s,确认,Wiki 定义为 Fate 系列角色阿尔托莉雅
1907,open_fly,clothing_appearance,open_wear,确认,Wiki 定义为裤裆拉链拉下或纽扣解开的状态
1908,mash_kyrielight,character,letter_m,确认,Wiki 定义为 Fate Grand Order 角色玛修
1909,bridal_veil,head_accessories,headwrap_veil,确认,Wiki 定义为与婚纱搭配的透明或半透明头纱
1910,wine_glass,food_drink,tableware,确认,Wiki 定义为饮用葡萄酒的带脚玻璃杯
1911,reference_sheet,composition,layout,确认,Wiki 定义为用多角度视图与注释展示设计的版面
1912,re:zero_kara_hajimeru_isekai_seikatsu,copyright,letter_r,确认,Wiki 定义为轻小说及衍生作品系列
1913,reiuji_utsuho,character,letter_r,确认,Wiki 定义为东方 Project 角色灵乌路空
1914,interspecies,relationships,romance_orientation,确认,Wiki 定义为不同物种成员间的性行为或浪漫关系
1915,chen,character,letter_c,确认,Wiki 定义为东方 Project 角色橙
1916,wedding_ring,jewelry_accessories,rings,确认,Wiki 定义为象征婚姻或求婚的戒指
1917,green_nails,body_detail,nail_care,修正,Wiki 明确指手指甲或脚趾甲涂有绿色指甲油
1918,wet_shirt,clothing_appearance,damaged_dirty,确认,Wiki 定义为被水浸湿并可能变透明的衬衫状态
1919,mittens,accessories,handwear,确认,Wiki 定义为拇指独立而其余四指合并包裹的手套
1920,miki_sayaka,character,letter_m,确认,Wiki 定义为魔法少女小圆角色美树沙耶香
1921,tatami,building_parts,surface,确认,Wiki 定义为日本家庭常见的稻草编织地面垫材
1922,yellow_bikini,underwear_swim,bikini,确认,Wiki 定义为黄色比基尼泳装
1923,pocky,food_drink,dessert_snack,确认,Wiki 定义为巧克力涂层的细长饼干零食
1924,anchor_symbol,symbols,emblem,修正,Wiki 定义为衣物或帽子上的锚形徽章图案
1925,beachball,recreation,sports,确认,Wiki 定义为大型轻便的充气沙滩球
1926,key,household_objects,rope_lock,确认,Wiki 定义为用于开锁的钥匙工具
1927,blue_scarf,accessories,neckwear,确认,Wiki 定义为蓝色围巾
1928,happy_sex,adult,adult_sex,确认,Wiki 定义为参与者明显快乐的性活动
1929,clothes_around_waist,clothing_appearance,wearing_state,修正,Wiki 定义为长袖衣物系在腰间的穿戴状态而非衣物开合
1930,yellow_necktie,accessories,neckwear,确认,Wiki 定义为黄色领带
